Lab_Source,Adsorbent,Adsorbate,Surface area(m2/g),Adsorption capacity(mg/g),Initial Concentration(ppm),RE,Contact Time (min.),Dose(g/L),RPM,Initial pH,T(K),Ref.,Unnamed: 12,Adsorbate_norm,Adsorbent_Family,Site_Density,Cap_Load_Ratio,LogTime,Mixing_Index,Thermo_Capacity,Driving_Force,Acidity_Strength,ion_charge,ion_ionic_radius_A,ion_hydrated_radius_A,ion_known,ion_potential,hydration_ratio,Regime,Ref_group,Adsorbent_group,Adsorbate_group
,Hydrochloric acid modified oak sawdust (Quercus coccifera) ,Cr,0.26,1.7,50.0,84.0,360.0,60.0,125.0,3.0,298.0,https://www.sciencedirect.com/science/article/pii/S0045653519308616#bib150,,Cr3+,biomass,0.31199999999376005,0.033999999999320005,5.8888779583328805,736.1097447916101,506.59999999999997,0.8333333333194445,4.0,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S0045653519308616#bib150,Hydrochloric acid modified oak sawdust (Quercus coccifera),Cr3+
,A. Hypogea (peanut) shells,Cr6+,0.66,4.3,20.0,90.65,60.0,1.0,125.0,5.0,298.0,https://www.sciencedirect.com/science/article/pii/S0011916410005400,,Cr6+,composite_other,0.03299999999835,0.21499999998924998,4.110873864173311,513.859233021664,1281.3999999999999,19.99999998,2.0,6.0,0.44,4.6,1,13.6363636053719,10.454545430785123,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S0011916410005400,A. Hypogea (peanut) shells,Cr6+
,Almond,Cr6+,1.57,10.2,510.0,81.0,120.0,1.0,125.0,2.0,298.0,https://www.sciencedirect.com/science/article/pii/S109301910100079X,,Cr6+,composite_other,0.003078431372542984,0.019999999999960782,4.795790545596741,599.4738181995926,3039.6,509.99999948999994,5.0,6.0,0.44,4.6,1,13.6363636053719,10.454545430785123,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S109301910100079X,Almond,Cr6+
,Banana peel,Cd2+,5.23,34.1,450.0,90.65,60.0,1.0,150.0,5.5,298.0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,,Cd2+,composite_other,0.011622222222196396,0.07577777777760938,4.110873864173311,616.6310796259967,10161.800000000001,449.99999955,1.5,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,Banana peel,Cd2+
,Banana peel,cu2+,8.04,52.4,450.0,91.0,60.0,1.0,150.0,5.5,298.0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,,Cu2+,composite_other,0.017866666666626962,0.11644444444418568,4.110873864173311,616.6310796259967,15615.199999999999,449.99999955,1.5,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,Banana peel,Cu2+
,Banana peel,Pb2+,3.97,25.9,450.0,89.0,60.0,1.0,150.0,5.5,298.0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,,Pb2+,composite_other,0.008822222222202619,0.05755555555542765,4.110873864173311,616.6310796259967,7718.2,449.99999955,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,Banana peel,Pb2+
,Banana peel,Ni2+,1.2,54.4,450.0,85.0,60.0,1.0,150.0,5.5,298.0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,,Ni2+,composite_other,0.0026666666666607408,0.12088888888862025,4.110873864173311,616.6310796259967,16211.199999999999,449.99999955,1.5,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,https://pubs.acs.org/doi/10.1021/je900585t?src=getftr&utm_source=sciencedirect_contenthosting&getft_integrator=sciencedirect_contenthosting,Banana peel,Ni2+
,Graphene,Pb2+,39.29,256.0,3.225,99.0,120.0,1.0,125.0,5.0,313.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Pb2+,carbon_based,12.18294573265645,79.3798449366264,4.795790545596741,599.4738181995926,80128.0,3.224999996775,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Pb2+
,Graphene,Cd2+,21.02,136.98,3.225,98.46,120.0,1.0,125.0,6.0,313.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cd2+,carbon_based,6.517829455343308,42.47441859148079,4.795790545596741,599.4738181995926,42874.74,3.224999996775,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Cd2+
,Graphene,Cr,14.22,92.65,52.0,92.65,12.0,1.0,125.0,5.5,305.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cr3+,carbon_based,0.27346153845627963,1.7817307691965054,2.5649493574615367,320.6186696826921,28258.25,51.999999947999996,1.5,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Cr3+
,Graphene,Cu2+,31.81,207.27,50.0,86.77,300.0,1.0,125.0,5.0,305.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cu2+,carbon_based,0.636199999987276,4.1453999999170925,5.707110264748875,713.3887830936094,63217.350000000006,49.999999949999996,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Cu2+
,Graphene,As3+,6.56,42.75,5.0,80.39,900.0,1.0,125.0,5.0,305.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,As3+,carbon_based,1.3119999997376,8.54999999829,6.803505257608338,850.4381572010423,13038.75,4.999999995,2.0,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,As3+
,Graphene,Co2+,3.27,21.28,13.5,93.8,30.0,1.0,125.0,5.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Co2+,carbon_based,0.24222222220427983,1.5762962961795337,3.4339872044851463,429.2484005606433,6341.4400000000005,13.499999986499999,1.5,2.0,0.745,4.23,1,2.6845637547858208,5.677852341372011,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Co2+
,Graphene,Ni2+,10.13,66.01,55.0,78.31,120.0,1.0,125.0,6.5,318.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Ni2+,carbon_based,0.18418181817846946,1.2001818181599968,4.795790545596741,599.4738181995926,20991.18,54.999999945,0.5,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Ni2+
,Graphene,Hg2+,43.09,280.8,50.0,98.0,120.0,1.0,125.0,5.0,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Hg2+,carbon_based,0.8617999999827641,5.615999999887681,4.795790545596741,599.4738181995926,83678.40000000001,49.999999949999996,2.0,2.0,1.02,4.28,1,1.9607843118031525,4.196078427258747,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Hg2+
,Graphene,Zn2+,31.97,208.33,10.0,100.0,1440.0,1.0,125.0,7.0,293.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Zn2+,carbon_based,3.1969999996803,20.8329999979167,7.273092595999522,909.1365744999403,61040.69,9.99999999,0.0,2.0,0.74,4.3,1,2.702702699050402,5.810810802958364,Neutral_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Graphene,Zn2+
,Activated carbon,Pb2+,20.6,134.22,40.0,97.95,50.0,1.0,125.0,6.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Pb2+,carbon_based,0.5149999999871251,3.3554999999161126,3.9318256327243257,491.4782040905407,39997.56,39.99999996,0.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Pb2+
,Activated carbon,Cd2+,5.84,38.03,200.0,95.0,120.0,1.0,125.0,6.8,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cd2+,carbon_based,0.029199999999854002,0.19014999999904927,4.795790545596741,599.4738181995926,11332.94,199.99999979999998,0.20000000000000018,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Cd2+
,Activated carbon,Cr,3.31,21.57,75.0,98.2,60.0,1.0,125.0,5.0,293.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cr3+,carbon_based,0.044133333332744884,0.2875999999961653,4.110873864173311,513.859233021664,6320.01,74.999999925,2.0,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Cr3+
,Activated carbon,Cu2+,5.83,38.0,37.0,97.0,75.0,1.0,125.0,5.0,300.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cu2+,carbon_based,0.157567567563309,1.0270270269992696,4.330733340286331,541.3416675357914,11400.0,36.999999963,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Cu2+
,Activated carbon,As5+,2.15,14.0,40.0,99.0,150.0,1.0,125.0,6.5,303.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,As5+,carbon_based,0.053749999998656255,0.34999999999125003,5.017279836814924,627.1599796018655,4242.0,39.99999996,0.5,5.0,0.46,4.75,1,10.869565193761813,10.326086934073723,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,As5+
,Activated carbon,Co2+,3.46,22.57,100.0,90.3,100.0,1.0,125.0,6.0,303.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Co2+,carbon_based,0.034599999999654,0.22569999999774298,4.61512051684126,576.8900646051575,6838.71,99.99999989999999,1.0,2.0,0.745,4.23,1,2.6845637547858208,5.677852341372011,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Co2+
,Activated carbon,Ni2+,10.37,67.56,20.0,94.0,120.0,1.0,125.0,5.8,293.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Ni2+,carbon_based,0.5184999999740749,3.3779999998311,4.795790545596741,599.4738181995926,19795.08,19.99999998,1.2000000000000002,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Ni2+
,Activated carbon,Hg2+,23.63,154.0,40.0,100.0,40.0,1.0,125.0,5.0,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Hg2+,carbon_based,0.5907499999852313,3.8499999999037504,3.713572066704308,464.1965083380385,45892.0,39.99999996,2.0,2.0,1.02,4.28,1,1.9607843118031525,4.196078427258747,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Hg2+
,Activated carbon,Zn2+,4.77,31.11,200.0,95.0,120.0,1.0,125.0,4.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Zn2+,carbon_based,0.023849999999880748,0.15554999999922225,4.795790545596741,599.4738181995926,9270.78,199.99999979999998,2.5,2.0,0.74,4.3,1,2.702702699050402,5.810810802958364,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Zn2+
,Activated carbon,Mn2+,7.86,51.23,20.0,88.0,120.0,1.0,125.0,5.8,293.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Mn2+,carbon_based,0.39299999998035,2.561499999871925,4.795790545596741,599.4738181995926,15010.39,19.99999998,1.2000000000000002,2.0,0.74,4.26,0,2.702702699050402,5.739726019534623,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Mn2+
,Activated carbon,Fe2+,9.02,58.76,20.0,90.0,120.0,1.0,125.0,5.8,293.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Fe2+,carbon_based,0.45099999997745,2.9379999998531,4.795790545596741,599.4738181995926,17216.68,19.99999998,1.2000000000000002,2.0,0.78,4.3,1,2.564102560815253,5.512820505752794,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Activated carbon,Fe2+
,Rice husk,Cd,19.33,125.94,210.0,99.1,120.0,1.0,125.0,6.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cd2+,biomass,0.09204761904718073,0.5997142857114299,4.795790545596741,599.4738181995926,37530.12,209.99999978999998,0.5,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Rice husk,Cd2+
,Rice husk,Cr,9.77,63.69,175.0,71.0,120.0,1.0,125.0,2.0,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cr3+,biomass,0.055828571428252406,0.36394285714077745,4.795790545596741,599.4738181995926,18979.62,174.99999982499997,5.0,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Rice husk,Cr3+
,Rice husk,Fe2+,1.3,0.22,11.78,99.253,135.0,1.0,125.0,6.0,299.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Fe2+,biomass,0.11035653649317857,0.018675721560384065,4.912654885736052,614.0818607170065,65.78,11.779999988219998,1.0,2.0,0.78,4.3,1,2.564102560815253,5.512820505752794,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Rice husk,Fe2+
,Rice husk,Cu2+,1.3,0.1,5.43,98.177,135.0,1.0,125.0,6.0,299.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cu2+,biomass,0.23941068135554133,0.018416206258118566,4.912654885736052,614.0818607170065,29.900000000000002,5.429999994569999,1.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Rice husk,Cu2+
,Rice husk,Ni2+,1.3,0.029,1.74,96.954,135.0,1.0,125.0,6.0,299.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Ni2+,biomass,0.7471264363522262,0.016666666657088124,4.912654885736052,614.0818607170065,8.671000000000001,1.7399999982599998,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Rice husk,Ni2+
,Zeolite,Pb2+,2.58,16.81,100.0,92.0,25.0,1.0,125.0,5.0,293.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Pb2+,mineral_oxide,0.025799999999741998,0.16809999999831898,3.258096538021482,407.26206725268526,4925.33,99.99999989999999,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Pb2+
,Zeolite,Cd2+,7.21,47.0,2500.0,97.5,30.0,1.0,125.0,4.0,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cd2+,mineral_oxide,0.0028839999999988463,0.01879999999999248,3.4339872044851463,429.2484005606433,14006.0,2499.9999974999996,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Cd2+
,Zeolite,Cr,0.5,3.27,2.89,96.0,240.0,1.0,125.0,3.5,300.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cr3+,mineral_oxide,0.1730103805629722,1.131487888881838,5.484796933490655,685.5996166863318,981.0,2.88999999711,3.5,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Cr3+
,Zeolite,Cu2++,0.32,2.1,250.0,99.0,60.0,1.0,125.0,5.0,300.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Cu2+,mineral_oxide,0.00127999999999488,0.008399999999966401,4.110873864173311,513.859233021664,630.0,249.99999974999997,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Cu2+
,Zeolite,Co2+,1.7,11.1,75.0,66.1,60.0,1.0,125.0,3.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Co2+,mineral_oxide,0.02266666666636444,0.14799999999802665,4.110873864173311,513.859233021664,3307.7999999999997,74.999999925,3.5,2.0,0.745,4.23,1,2.6845637547858208,5.677852341372011,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Co2+
,Zeolite,Ni2+,3.78,24.65,20.0,99.0,60.0,1.0,125.0,7.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Ni2+,mineral_oxide,0.18899999999054998,1.232499999938375,4.110873864173311,513.859233021664,7345.7,19.99999998,0.5,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Ni2+
,Zeolite,Hg2+,2.51,16.354,294.0,90.0,420.0,1.0,125.0,5.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Hg2+,mineral_oxide,0.008537414965957356,0.05562585033994685,6.042632833682381,755.3291042102976,4873.492,293.999999706,1.5,2.0,1.02,4.28,1,1.9607843118031525,4.196078427258747,Acidic_HighC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Hg2+
,Zeolite,Zn2+,4.39,28.6,20.0,99.0,30.0,1.0,125.0,7.5,298.0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,,Zn2+,mineral_oxide,0.21949999998902497,1.4299999999285,3.4339872044851463,429.2484005606433,8522.800000000001,19.99999998,0.5,2.0,0.74,4.3,1,2.702702699050402,5.810810802958364,Neutral_LowC0,https://www.sciencedirect.com/science/article/pii/S2213343721006655,Zeolite,Zn2+
,LMS,Pb2+,9.6,33.9,50.0,85.0,180.0,2.0,250.0,6.0,298.0,"(Ge et al., 2016a)",https://doi.org/10.1016/j.matdes.2016.01.102,Pb2+,composite_other,0.38399999999232,0.67799999998644,5.198497031265826,1299.6242578164565,10102.199999999999,24.9999999875,1.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Ge et al., 2016a)",LMS,Pb2+
,AFL,Pb2+,14.03,91.4,200.0,80.0,180.0,1.0,300.0,6.0,298.0,"(Jin et al., 2020)",https://www.sciencedirect.com/science/article/pii/S0926669020307469,Pb2+,composite_other,0.07014999999964926,0.45699999999771507,5.198497031265826,1559.5491093797477,27237.2,199.99999979999998,1.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Jin et al., 2020)",AFL,Pb2+
,M-Lignin-PEI,Pb2+,1.1,96.66,50.0,99.73,60.0,4.0,150.0,6.0,298.0,"(Zhang et al., 2019a)",https://www.sciencedirect.com/science/article/pii/S0141813019350937,Pb2+,composite_other,0.08799999999824001,1.933199999961336,4.110873864173311,616.6310796259967,28804.68,12.499999996875,1.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Zhang et al., 2019a)",M-Lignin-PEI,Pb2+
,MAL,Pb2+,0.49,79.9,20.0,97.0,100.0,1.0,150.0,6.0,298.0,"(Wang et al., 2019b)",https://www.sciencedirect.com/science/article/pii/S1385894718323647?via%3Dihub,Pb2+,composite_other,0.024499999998774998,3.99499999980025,4.61512051684126,692.2680775261889,23810.2,19.99999998,1.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Wang et al., 2019b)",MAL,Pb2+
,GAL,Pb2+,18.28,119.1,200.0,96.0,120.0,2.0,200.0,6.0,298.0,"(Zhang et al., 2017)",https://bioresources.cnr.ncsu.edu/resources/a-novel-gallic-acid-grafted-lignin-biosorbent-for-the-selected-removal-of-lead-ions-from-aqueous-solutions/,Pb2+,composite_other,0.18279999999908603,0.5954999999970225,4.795790545596741,959.1581091193483,35491.799999999996,99.99999995,1.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Zhang et al., 2017)",GAL,Pb2+
,DML,Pb2+,3.13,208.3,30.0,100.0,120.0,0.6,150.0,5.0,323.0,"(Zhang et al., 2021d)",https://www.sciencedirect.com/science/article/pii/S0022169421000160,Pb2+,composite_other,0.06259999999791332,6.943333333101889,4.795790545596741,719.3685818395112,67280.90000000001,49.999999916666674,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zhang et al., 2021d)",DML,Pb2+
,L-CNTs,Pb2+,130.75,235.0,10.0,98.3,50.0,0.5,150.0,5.8,298.0,"(Li et al., 2017)",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0170092,Pb2+,composite_other,6.53749999934625,23.49999999765,3.9318256327243257,589.7738449086488,70030.0,19.99999996,1.2000000000000002,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Li et al., 2017)",L-CNTs,Pb2+
,Lignin-based multilayer microsphere,Pb2+,2.14,250.0,30.0,98.66,240.0,0.8,150.0,5.0,323.0,"(Zhang et al., 2022)",https://www.mdpi.com/2073-4360/14/14/2824,Pb2+,composite_other,0.057066666664764454,8.333333333055556,5.484796933490655,822.7195400235983,80750.0,37.499999953125,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zhang et al., 2022)",Lignin-based multilayer microsphere,Pb2+
,PAN/SL CNFs,Pb2+,174.885,588.24,100.0,79.0,240.0,40.0,200.0,5.0,298.0,"(Nordin et al., 2020)",https://www.mdpi.com/1420-3049/25/13/3081,Pb2+,composite_other,69.95399999930045,5.882399999941176,5.484796933490655,1096.9593866981309,175295.52,2.4999999999375,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Nordin et al., 2020)",PAN/SL CNFs,Pb2+
,P(AANa-co-HEMA),Pb2+,17.0,630.0,400.0,93.7,60.0,0.4,180.0,5.0,303.0,"(Chen et al., 2020a)",https://www.sciencedirect.com/science/article/pii/S1385894719333418?via%3Dihub,Pb2+,composite_other,0.0169999999999575,1.5749999999960624,4.110873864173311,739.957295551196,190890.0,999.9999974999998,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Chen et al., 2020a)",P(AANa-co-HEMA),Pb2+
,MLBB,Pb2+,186.0,952.0,1000.0,98.0,300.0,0.6,150.0,7.0,293.0,"(Xu et al., 2017a)",https://repositorium.sdum.uminho.pt/bitstream/1822/65785/1/document_53785_1.pdf,Pb2+,composite_other,0.1115999999998884,0.951999999999048,5.707110264748875,856.0665397123313,278936.0,1666.666663888889,0.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Neutral_HighC0,"(Xu et al., 2017a)",MLBB,Pb2+
,LS-GH,Pb2+,459.3,1259.0,400.0,90.0,30.0,1.0,4000.0,5.0,298.0,"(Li et al., 2016a)",https://pubs.rsc.org/en/content/articlelanding/2016/ta/c6ta03779h,Pb2+,composite_other,1.1482499999971294,3.147499999992131,3.4339872044851463,13735.948817940585,375182.0,399.99999959999997,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2016a)",LS-GH,Pb2+
,Lignin-based biocomposite,Pb2+,0.8109,365.43,210.0,98.0,120.0,0.5,150.0,5.0,328.0,"(Mohammadabadi and Javanbakht, 2020)",https://www.sciencedirect.com/science/article/pii/S0141813020338277,Pb2+,composite_other,0.0019307142857050918,1.740142857134571,4.795790545596741,719.3685818395112,119861.04000000001,419.99999916,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Mohammadabadi and Javanbakht, 2020)",Lignin-based biocomposite,Pb2+
